pat1,pat2,features (n),similarity
SRI-13856294,SRI-36274494,40,0.021830329354044213
SRI-13856294,SRI-36274494,50,0.026427635571121853
SRI-13856294,SRI-36274494,60,0.031100801692501946
SRI-13856294,SRI-36274494,80,0.039478003681560826
SRI-13856294,SRI-36274494,100,0.04450771231335776
SRI-13856294,SRI-36274494,110,0.05048424403853139
SRI-13856294,SRI-80254102,5,0.012623581527274469
SRI-13856294,SRI-80254102,10,0.016684524804171548
SRI-13856294,SRI-80254102,15,0.01961957882209557
SRI-13856294,SRI-80254102,20,0.020306563004528252
SRI-13856294,SRI-80254102,25,0.020625056733684165
SRI-13856294,SRI-80254102,30,0.021873262627303467
SRI-13856294,SRI-80254102,40,0.024393342358840314
SRI-13856294,SRI-80254102,50,0.02690646639736143
SRI-13856294,SRI-80254102,60,0.03139498676119886
SRI-13856294,SRI-80254102,80,0.03662127670956883
SRI-13856294,SRI-80254102,100,0.043562921072404615
SRI-13856294,SRI-80254102,110,0.05175527547377771
SRI-13856294,SRI-81490281,5,0.019947685215316476
SRI-13856294,SRI-81490281,10,0.022683169962779904
SRI-13856294,SRI-81490281,15,0.026305204397967973
SRI-13856294,SRI-81490281,20,0.02947199291820104
SRI-13856294,SRI-81490281,25,0.03061846978487197
SRI-13856294,SRI-81490281,30,0.033292113859640614
SRI-13856294,SRI-81490281,40,0.039165076115683935
SRI-13856294,SRI-81490281,50,0.041153948417231356
SRI-13856294,SRI-81490281,60,0.047273922995310774
SRI-13856294,SRI-81490281,80,0.05963894780466451
SRI-13856294,SRI-81490281,100,0.07049485609148252
SRI-13856294,SRI-81490281,110,0.07290448552872403
SRI-13856294,SRI-83223481,5,0.020979630887240846
SRI-13856294,SRI-83223481,10,0.022748012574924842
SRI-13856294,SRI-83223481,15,0.0242288763869374
SRI-13856294,SRI-83223481,20,0.02576137169457206
SRI-13856294,SRI-83223481,25,0.026318837581240765
SRI-13856294,SRI-83223481,30,0.028280347553260383
SRI-13856294,SRI-83223481,40,0.031204367005620404
SRI-13856294,SRI-83223481,50,0.03776412154987392
SRI-13856294,SRI-83223481,60,0.04442904675079884
SRI-13856294,SRI-83223481,80,0.05025958412652122
SRI-13856294,SRI-83223481,100,0.06654693300395703
SRI-13856294,SRI-83223481,110,0.07079157296900561
SRI-13856294,SRI-13856294,5,0.0
SRI-13856294,SRI-13856294,10,0.0
SRI-13856294,SRI-13856294,15,0.0
SRI-13856294,SRI-13856294,20,0.0
SRI-13856294,SRI-13856294,25,0.0
SRI-13856294,SRI-13856294,30,0.0
SRI-13856294,SRI-13856294,40,0.0
SRI-13856294,SRI-13856294,50,0.0
SRI-13856294,SRI-13856294,60,0.0
SRI-13856294,SRI-13856294,80,0.0
SRI-13856294,SRI-13856294,100,0.0
SRI-13856294,SRI-13856294,110,0.0
SRI-13856294,SRI-52623367,5,0.014133057945472375
SRI-13856294,SRI-52623367,10,0.011545936146357617
SRI-13856294,SRI-52623367,15,0.013441978225924611
SRI-13856294,SRI-52623367,20,0.01547347993533984
SRI-13856294,SRI-52623367,25,0.015835134420199973
SRI-13856294,SRI-52623367,30,0.018661895818219896
SRI-13856294,SRI-52623367,40,0.02154297257824165
SRI-13856294,SRI-52623367,50,0.02523458920567126
SRI-13856294,SRI-52623367,60,0.03028940978228985
SRI-13856294,SRI-52623367,80,0.044076842190789535
SRI-13856294,SRI-52623367,100,0.04850959470307262
SRI-13856294,SRI-52623367,110,0.05225268811272695
SRI-13856294,SRI-61581684,5,0.013076575621185405
SRI-13856294,SRI-61581684,10,0.014946493982575425
SRI-13856294,SRI-61581684,15,0.01940555916656991
SRI-13856294,SRI-61581684,20,0.018956057268770636
SRI-13856294,SRI-61581684,25,0.020675784703151203
SRI-13856294,SRI-61581684,30,0.024312030100562827
SRI-13856294,SRI-61581684,40,0.026821484700260023
SRI-13856294,SRI-61581684,50,0.028846393354262104
SRI-13856294,SRI-61581684,60,0.03403899772238208
SRI-13856294,SRI-61581684,80,0.04511303197333262
SRI-13856294,SRI-61581684,100,0.05279319778669055
SRI-13856294,SRI-61581684,110,0.057903157677863464
SRI-13856294,SRI-03083799,5,0.019829174441032913
SRI-13856294,SRI-03083799,10,0.016751550709239213
SRI-13856294,SRI-03083799,15,0.016162558609182476
SRI-13856294,SRI-03083799,20,0.01761380725861337
SRI-13856294,SRI-03083799,25,0.01795571059547708
SRI-13856294,SRI-03083799,30,0.02205152645762143
SRI-13856294,SRI-03083799,40,0.025392379857872037
SRI-13856294,SRI-03083799,50,0.02693065080675055
SRI-13856294,SRI-03083799,60,0.03509115601254915
SRI-13856294,SRI-03083799,80,0.0457787744628396
SRI-13856294,SRI-03083799,100,0.05359310137600164
SRI-13856294,SRI-03083799,110,0.06028138959331915
SRI-13856294,SRI-47551686,5,0.017210125136890728
SRI-13856294,SRI-47551686,10,0.015269308925424458
SRI-13856294,SRI-47551686,15,0.016448005251367446
SRI-13856294,SRI-47551686,20,0.01834578878263775
SRI-13856294,SRI-47551686,25,0.018254523504650063
SRI-13856294,SRI-47551686,30,0.020338046342823244
SRI-13856294,SRI-47551686,40,0.024074521986440646
SRI-13856294,SRI-47551686,50,0.025424067580010548
SRI-13856294,SRI-47551686,60,0.03122659054770976
SRI-13856294,SRI-47551686,80,0.041295255725048524
SRI-13856294,SRI-47551686,100,0.04794290745102387
SRI-13856294,SRI-47551686,110,0.05065525220468316
SRI-52623367,SRI-18497803,5,0.04033724940799206
SRI-52623367,SRI-18497803,10,0.054359705871025496
SRI-52623367,SRI-18497803,15,0.05830342928232914
SRI-52623367,SRI-18497803,20,0.06291679828549293
SRI-52623367,SRI-18497803,25,0.06538052250351672
SRI-52623367,SRI-18497803,30,0.07129771068275993
SRI-52623367,SRI-18497803,40,0.0784426941829002
SRI-52623367,SRI-18497803,50,0.08483056391068125
SRI-52623367,SRI-18497803,60,0.08617032086237719
SRI-52623367,SRI-18497803,80,0.08885766086563499
SRI-52623367,SRI-18497803,100,0.08984963977043586
SRI-52623367,SRI-18497803,110,0.10359758108508219
SRI-52623367,SRI-26391657,5,0.024656182752815257
SRI-52623367,SRI-26391657,10,0.019873528610490066
SRI-52623367,SRI-26391657,15,0.01886403766739466
SRI-52623367,SRI-26391657,20,0.019443444144221424
SRI-52623367,SRI-26391657,25,0.019571819185086797
SRI-52623367,SRI-26391657,30,0.01990760044602344
SRI-52623367,SRI-26391657,40,0.021500612887279363
SRI-52623367,SRI-26391657,50,0.02591122836671517
SRI-52623367,SRI-26391657,60,0.028608832428752742
SRI-52623367,SRI-26391657,80,0.03423288386615436
SRI-52623367,SRI-26391657,100,0.03789808021183969
SRI-52623367,SRI-26391657,110,0.04050802344849196
SRI-52623367,SRI-65903946,5,0.0209882827590358
SRI-52623367,SRI-65903946,10,0.015399698163199893
SRI-52623367,SRI-65903946,15,0.01801916541922572
SRI-52623367,SRI-65903946,20,0.018720017051951508
SRI-52623367,SRI-65903946,25,0.019128427858507532
SRI-52623367,SRI-65903946,30,0.02257301164782594
SRI-52623367,SRI-65903946,40,0.027363514241368753
SRI-52623367,SRI-65903946,50,0.03141424829009182
SRI-52623367,SRI-65903946,60,0.0316798910783933
SRI-52623367,SRI-65903946,80,0.034397476179243956
SRI-52623367,SRI-65903946,100,0.04516736546744337
SRI-52623367,SRI-65903946,110,0.048585737978625955
SRI-52623367,SRI-57018043,5,0.009023211849934386
SRI-52623367,SRI-57018043,10,0.00987088207160134
SRI-52623367,SRI-57018043,15,0.015424011691817324
SRI-52623367,SRI-57018043,20,0.014065792893886781
SRI-52623367,SRI-57018043,25,0.013669971378307257
SRI-52623367,SRI-57018043,30,0.013827015880928937
SRI-52623367,SRI-57018043,40,0.015986568230333145
SRI-52623367,SRI-57018043,50,0.021029976279799
SRI-52623367,SRI-57018043,60,0.024321887879136105
SRI-52623367,SRI-57018043,80,0.032912848211136256
SRI-52623367,SRI-57018043,100,0.04523026365371074
SRI-52623367,SRI-57018043,110,0.04763592791848874
SRI-52623367,SRI-09637923,5,0.025492525411454064
SRI-52623367,SRI-09637923,10,0.033105903292392644
SRI-52623367,SRI-09637923,15,0.03808550798795054
SRI-52623367,SRI-09637923,20,0.04155949808918136
SRI-52623367,SRI-09637923,25,0.038646734438791575
SRI-52623367,SRI-09637923,30,0.0399481593411118
SRI-52623367,SRI-09637923,40,0.040138955388721455
SRI-52623367,SRI-09637923,50,0.04394492869570416
SRI-52623367,SRI-09637923,60,0.046193967701803326
SRI-52623367,SRI-09637923,80,0.05504363603282801
SRI-52623367,SRI-09637923,100,0.06776174317783804
SRI-52623367,SRI-09637923,110,0.07524244508166839
SRI-52623367,SRI-47051706,5,0.014500318741334636
SRI-52623367,SRI-47051706,10,0.016057769726277028
SRI-52623367,SRI-47051706,15,0.018125417889889684
SRI-52623367,SRI-47051706,20,0.019121409847314617
SRI-52623367,SRI-47051706,25,0.019622048665067855
SRI-52623367,SRI-47051706,30,0.020897905648431397
SRI-52623367,SRI-47051706,40,0.022608455686203056
SRI-52623367,SRI-47051706,50,0.025131926822608352
SRI-52623367,SRI-47051706,60,0.02810826195735562
SRI-52623367,SRI-47051706,80,0.03234580826732978
SRI-52623367,SRI-47051706,100,0.04353086016097417
SRI-52623367,SRI-47051706,110,0.049760862497820295
SRI-52623367,SRI-51877708,5,0.020945072982412164
SRI-52623367,SRI-51877708,10,0.018728778337821727
SRI-52623367,SRI-51877708,15,0.02314189287628315
SRI-52623367,SRI-51877708,20,0.024784624064026525
SRI-52623367,SRI-51877708,25,0.024594184717886505
SRI-52623367,SRI-51877708,30,0.025115074738187537
SRI-52623367,SRI-51877708,40,0.030022973739724724
SRI-52623367,SRI-51877708,50,0.03355949898264648
SRI-52623367,SRI-51877708,60,0.036751562893314334
SRI-52623367,SRI-51877708,80,0.041029521441640744
SRI-52623367,SRI-51877708,100,0.04498536355662422
SRI-52623367,SRI-51877708,110,0.04899096416126115
SRI-52623367,SRI-32501055,5,0.019489155019033155
SRI-52623367,SRI-32501055,10,0.016601075429739546
SRI-52623367,SRI-32501055,15,0.018768155032569896
SRI-52623367,SRI-32501055,20,0.023791224009708102
SRI-52623367,SRI-32501055,25,0.025277742283016588
SRI-52623367,SRI-32501055,30,0.026517175548502317
SRI-52623367,SRI-32501055,40,0.031149519423470294
SRI-52623367,SRI-32501055,50,0.03209777804554021
SRI-52623367,SRI-32501055,60,0.035585081077525435
SRI-52623367,SRI-32501055,80,0.044333295439507904
SRI-52623367,SRI-32501055,100,0.05509990798564133
SRI-52623367,SRI-32501055,110,0.06382876556257695
SRI-52623367,SRI-34707832,5,0.016958985410880256
SRI-52623367,SRI-34707832,10,0.017926004477766176
SRI-52623367,SRI-34707832,15,0.020811871396834974
SRI-52623367,SRI-34707832,20,0.02104923458550094
SRI-52623367,SRI-34707832,25,0.021397169935744073
SRI-52623367,SRI-34707832,30,0.021902244178483733
SRI-52623367,SRI-34707832,40,0.02496752637075822
SRI-52623367,SRI-34707832,50,0.027334445099196195
SRI-52623367,SRI-34707832,60,0.030208982893518314
SRI-52623367,SRI-34707832,80,0.041188113518488334
SRI-52623367,SRI-34707832,100,0.048070405975956305
SRI-52623367,SRI-34707832,110,0.05159757423258623
SRI-52623367,SRI-28317328,5,0.021916681710279762
SRI-52623367,SRI-28317328,10,0.017578431733125968
SRI-52623367,SRI-28317328,15,0.018961974831308296
SRI-52623367,SRI-28317328,20,0.016677829629699638
SRI-52623367,SRI-28317328,25,0.018306079045309624
SRI-52623367,SRI-28317328,30,0.018493061496155337
SRI-52623367,SRI-28317328,40,0.02123974451677929
SRI-52623367,SRI-28317328,50,0.02443129604856257
SRI-52623367,SRI-28317328,60,0.02611750234475875
SRI-52623367,SRI-28317328,80,0.03126107611585084
SRI-52623367,SRI-28317328,100,0.04125295641078727
SRI-52623367,SRI-28317328,110,0.04602849517227602
SRI-52623367,SRI-54024442,5,0.01970323952304654
SRI-52623367,SRI-54024442,10,0.019342114524664673
SRI-52623367,SRI-54024442,15,0.020950218133392033
SRI-52623367,SRI-54024442,20,0.020032940531704003
SRI-52623367,SRI-54024442,25,0.019704076726721607
SRI-52623367,SRI-54024442,30,0.019922571352664217
SRI-52623367,SRI-54024442,40,0.02175258704437933
SRI-52623367,SRI-54024442,50,0.026492283894646324
SRI-52623367,SRI-54024442,60,0.02868227122817831
SRI-52623367,SRI-54024442,80,0.0340924009619533
SRI-52623367,SRI-54024442,100,0.04621010251995452
SRI-52623367,SRI-54024442,110,0.05051400391265429
SRI-52623367,SRI-83452944,5,0.020206054139671813
SRI-52623367,SRI-83452944,10,0.019494227003509938
SRI-52623367,SRI-83452944,15,0.020632282383237336
SRI-52623367,SRI-83452944,20,0.019889354890620662
SRI-52623367,SRI-83452944,25,0.022790016205645868
SRI-52623367,SRI-83452944,30,0.024986887745833523
SRI-52623367,SRI-83452944,40,0.02724933095945114
SRI-52623367,SRI-83452944,50,0.030256031903435572
SRI-52623367,SRI-83452944,60,0.03160192904409696
SRI-52623367,SRI-83452944,80,0.03574411559987324
SRI-52623367,SRI-83452944,100,0.0441916036057112
SRI-52623367,SRI-83452944,110,0.04689858045797221
SRI-52623367,SRI-21251048,5,0.019218381272998998
SRI-52623367,SRI-21251048,10,0.01719532153510874
SRI-52623367,SRI-21251048,15,0.019442656534382742
SRI-52623367,SRI-21251048,20,0.01989352263730061
SRI-52623367,SRI-21251048,25,0.02310441693244389
SRI-52623367,SRI-21251048,30,0.023725107958355248
SRI-52623367,SRI-21251048,40,0.02494561259599807
SRI-52623367,SRI-21251048,50,0.027798844600019336
SRI-52623367,SRI-21251048,60,0.030373913849775797
SRI-52623367,SRI-21251048,80,0.034780646416641324
SRI-52623367,SRI-21251048,100,0.04826071833208769
SRI-52623367,SRI-21251048,110,0.050555683104497325
SRI-52623367,SRI-36274494,5,0.013892138662130862
SRI-52623367,SRI-36274494,10,0.01145452437154513
SRI-52623367,SRI-36274494,15,0.01347389896495676
SRI-52623367,SRI-36274494,20,0.012817529353272235
SRI-52623367,SRI-36274494,25,0.012954644245773098
SRI-52623367,SRI-36274494,30,0.013137649756875787
SRI-52623367,SRI-36274494,40,0.0174035876429651
SRI-52623367,SRI-36274494,50,0.018366345061878196
SRI-52623367,SRI-36274494,60,0.02147167424427031
SRI-52623367,SRI-36274494,80,0.027121668268253563
SRI-52623367,SRI-36274494,100,0.030055743472413344
SRI-52623367,SRI-36274494,110,0.03168537177408755
SRI-52623367,SRI-80254102,5,0.017542137729098156
SRI-52623367,SRI-80254102,10,0.020109741612098556
SRI-52623367,SRI-80254102,15,0.022956410572825783
SRI-52623367,SRI-80254102,20,0.023826816214872225
SRI-52623367,SRI-80254102,25,0.02454345199046083
SRI-52623367,SRI-80254102,30,0.022916324665843327
SRI-52623367,SRI-80254102,40,0.023695795049028395
SRI-52623367,SRI-80254102,50,0.025833990710141336
SRI-52623367,SRI-80254102,60,0.02752265697807642
SRI-52623367,SRI-80254102,80,0.03588653821461825
SRI-52623367,SRI-80254102,100,0.03975018820713824
SRI-52623367,SRI-80254102,110,0.042979299843984735
SRI-52623367,SRI-81490281,5,0.01647052231123623
SRI-52623367,SRI-81490281,10,0.01865713528506855
SRI-52623367,SRI-81490281,15,0.022213929356137977
SRI-52623367,SRI-81490281,20,0.02444172192737356
SRI-52623367,SRI-81490281,25,0.024443353080881466
SRI-52623367,SRI-81490281,30,0.024746753500750816
SRI-52623367,SRI-81490281,40,0.028879628714554417
SRI-52623367,SRI-81490281,50,0.0328542151366892
SRI-52623367,SRI-81490281,60,0.03549091359511204
SRI-52623367,SRI-81490281,80,0.04815852987949336
SRI-52623367,SRI-81490281,100,0.06146020552197271
SRI-52623367,SRI-81490281,110,0.06557055976949092
SRI-52623367,SRI-83223481,5,0.01918900302274907
SRI-52623367,SRI-83223481,10,0.018365253971655834
SRI-52623367,SRI-83223481,15,0.023805513660853157
SRI-52623367,SRI-83223481,20,0.028621778956168
SRI-52623367,SRI-83223481,25,0.027798505721778624
SRI-52623367,SRI-83223481,30,0.029558825169111666
SRI-52623367,SRI-83223481,40,0.030213879597740412
SRI-52623367,SRI-83223481,50,0.037079609036009195
SRI-52623367,SRI-83223481,60,0.040743766038149644
SRI-52623367,SRI-83223481,80,0.04431665063606764
SRI-52623367,SRI-83223481,100,0.05841713394049232
SRI-52623367,SRI-83223481,110,0.06122476642699961
SRI-52623367,SRI-13856294,5,0.014133057945472375
SRI-52623367,SRI-13856294,10,0.011545936146357617
SRI-52623367,SRI-13856294,15,0.013441978225924611
SRI-52623367,SRI-13856294,20,0.01547347993533984
SRI-52623367,SRI-13856294,25,0.015835134420199973
SRI-52623367,SRI-13856294,30,0.018661895818219896
SRI-52623367,SRI-13856294,40,0.02154297257824165
SRI-52623367,SRI-13856294,50,0.02523458920567126
SRI-52623367,SRI-13856294,60,0.03028940978228985
SRI-52623367,SRI-13856294,80,0.044076842190789535
SRI-52623367,SRI-13856294,100,0.04850959470307262
SRI-52623367,SRI-13856294,110,0.05225268811272695
SRI-52623367,SRI-52623367,5,0.0
SRI-52623367,SRI-52623367,10,0.0
SRI-52623367,SRI-52623367,15,0.0
SRI-52623367,SRI-52623367,20,0.0
SRI-52623367,SRI-52623367,25,0.0
SRI-52623367,SRI-52623367,30,0.0
SRI-52623367,SRI-52623367,40,0.0
SRI-52623367,SRI-52623367,50,0.0
SRI-52623367,SRI-52623367,60,0.0
SRI-52623367,SRI-52623367,80,0.0
SRI-52623367,SRI-52623367,100,0.0
SRI-52623367,SRI-52623367,110,0.0
SRI-52623367,SRI-61581684,5,0.014487868214956836
SRI-52623367,SRI-61581684,10,0.015469544516299555
SRI-52623367,SRI-61581684,15,0.019079933650906062
SRI-52623367,SRI-61581684,20,0.01774079278545126
SRI-52623367,SRI-61581684,25,0.019424281702122424
SRI-52623367,SRI-61581684,30,0.021126796664618818
SRI-52623367,SRI-61581684,40,0.022470122744882755
SRI-52623367,SRI-61581684,50,0.025267960884520782
SRI-52623367,SRI-61581684,60,0.02818115711017447
SRI-52623367,SRI-61581684,80,0.039728274489265365
SRI-52623367,SRI-61581684,100,0.05007681315354841
SRI-52623367,SRI-61581684,110,0.05610492511411876
SRI-52623367,SRI-03083799,5,0.018509572026955724
SRI-52623367,SRI-03083799,10,0.016852127293341485
SRI-52623367,SRI-03083799,15,0.019034403758914017
SRI-52623367,SRI-03083799,20,0.019449107681530506
SRI-52623367,SRI-03083799,25,0.021285981788477223
SRI-52623367,SRI-03083799,30,0.023033352838241896
SRI-52623367,SRI-03083799,40,0.024487203738490542
SRI-52623367,SRI-03083799,50,0.027039018859499917
SRI-52623367,SRI-03083799,60,0.02908119147359688
SRI-52623367,SRI-03083799,80,0.033121859478256924
SRI-52623367,SRI-03083799,100,0.037809922537030236
SRI-52623367,SRI-03083799,110,0.04138649369681512
SRI-52623367,SRI-47551686,5,0.013181880361524975
SRI-52623367,SRI-47551686,10,0.01377549574571052
SRI-52623367,SRI-47551686,15,0.014707218887929342
SRI-52623367,SRI-47551686,20,0.015308242255472792
SRI-52623367,SRI-47551686,25,0.015108203093039665
SRI-52623367,SRI-47551686,30,0.014838011554911164
SRI-52623367,SRI-47551686,40,0.018158758114764084
SRI-52623367,SRI-47551686,50,0.020786463079959742
SRI-52623367,SRI-47551686,60,0.021365647107682628
SRI-52623367,SRI-47551686,80,0.028170799574460524
SRI-52623367,SRI-47551686,100,0.03264721323795225
SRI-52623367,SRI-47551686,110,0.03625369984199004
SRI-61581684,SRI-18497803,5,0.03244918189498483
SRI-61581684,SRI-18497803,10,0.04683901061604255
SRI-61581684,SRI-18497803,15,0.0523581290139329
SRI-61581684,SRI-18497803,20,0.05684360774436761
SRI-61581684,SRI-18497803,25,0.062293009836930334
SRI-61581684,SRI-18497803,30,0.07298873535688395
SRI-61581684,SRI-18497803,40,0.07945659655296955
SRI-61581684,SRI-18497803,50,0.08687082193239029
SRI-61581684,SRI-18497803,60,0.08982817381389857
SRI-61581684,SRI-18497803,80,0.09308162732217916
SRI-61581684,SRI-18497803,100,0.09457645920306958
SRI-61581684,SRI-18497803,110,0.11349823694017344
SRI-61581684,SRI-26391657,5,0.021118326340369815
SRI-61581684,SRI-26391657,10,0.017621743047594868
SRI-61581684,SRI-26391657,15,0.023766502286734763
SRI-61581684,SRI-26391657,20,0.024777681750951314
SRI-61581684,SRI-26391657,25,0.026514056129094944
SRI-61581684,SRI-26391657,30,0.027587840328686008
SRI-61581684,SRI-26391657,40,0.029770781416199838
SRI-61581684,SRI-26391657,50,0.03341173360971931
SRI-61581684,SRI-26391657,60,0.039278362575340675
SRI-61581684,SRI-26391657,80,0.04757753620767371
SRI-61581684,SRI-26391657,100,0.056396170437741894
SRI-61581684,SRI-26391657,110,0.06043387920776751
SRI-61581684,SRI-65903946,5,0.020866820472346052
SRI-61581684,SRI-65903946,10,0.018226519356634097
SRI-61581684,SRI-65903946,15,0.020055317447587675
SRI-61581684,SRI-65903946,20,0.019456635410095964
SRI-61581684,SRI-65903946,25,0.021968851483684805
SRI-61581684,SRI-65903946,30,0.025379664832598608
SRI-61581684,SRI-65903946,40,0.030404854841374295
SRI-61581684,SRI-65903946,50,0.03341362327938567
SRI-61581684,SRI-65903946,60,0.035638892510170675
SRI-61581684,SRI-65903946,80,0.04609540838178288
SRI-61581684,SRI-65903946,100,0.05450310371855637
SRI-61581684,SRI-65903946,110,0.06325282877170335
SRI-61581684,SRI-57018043,5,0.01142936639863136
SRI-61581684,SRI-57018043,10,0.012658474246937727
SRI-61581684,SRI-57018043,15,0.011695099893454504
SRI-61581684,SRI-57018043,20,0.012147140902952647
SRI-61581684,SRI-57018043,25,0.014870194229591092
SRI-61581684,SRI-57018043,30,0.015464998796285366
SRI-61581684,SRI-57018043,40,0.020106539028779985
SRI-61581684,SRI-57018043,50,0.020951001750971168
SRI-61581684,SRI-57018043,60,0.02579032106351497
SRI-61581684,SRI-57018043,80,0.03029131135015565
SRI-61581684,SRI-57018043,100,0.038253133862044035
SRI-61581684,SRI-57018043,110,0.047243285741750934
SRI-61581684,SRI-09637923,5,0.014932157633061294
SRI-61581684,SRI-09637923,10,0.02187702849915424
SRI-61581684,SRI-09637923,15,0.028770446232380384
SRI-61581684,SRI-09637923,20,0.03292789834300948
SRI-61581684,SRI-09637923,25,0.03312617649134046
SRI-61581684,SRI-09637923,30,0.037222527077062896
SRI-61581684,SRI-09637923,40,0.039730715342258915
SRI-61581684,SRI-09637923,50,0.04540137566883032
SRI-61581684,SRI-09637923,60,0.05173528556647215
SRI-61581684,SRI-09637923,80,0.06012013566526442
SRI-61581684,SRI-09637923,100,0.07254413196258377
SRI-61581684,SRI-09637923,110,0.08491710664235444
SRI-61581684,SRI-47051706,5,0.017767453060661582
SRI-61581684,SRI-47051706,10,0.018905511083775743
SRI-61581684,SRI-47051706,15,0.0195327853633086
SRI-61581684,SRI-47051706,20,0.018805904263207534
SRI-61581684,SRI-47051706,25,0.020667017685756395
SRI-61581684,SRI-47051706,30,0.020736364527044963
SRI-61581684,SRI-47051706,40,0.023974532223679228
SRI-61581684,SRI-47051706,50,0.027406798684148363
SRI-61581684,SRI-47051706,60,0.03383133626008405
SRI-61581684,SRI-47051706,80,0.042935590536036024
SRI-61581684,SRI-47051706,100,0.055799891588308614
SRI-61581684,SRI-47051706,110,0.06694718468666791
SRI-61581684,SRI-51877708,5,0.013853103541020812
SRI-61581684,SRI-51877708,10,0.016870910935315227
SRI-61581684,SRI-51877708,15,0.022893469700547054
SRI-61581684,SRI-51877708,20,0.023711610499946113
SRI-61581684,SRI-51877708,25,0.028135410017204855
SRI-61581684,SRI-51877708,30,0.031139607319997674
SRI-61581684,SRI-51877708,40,0.03724794747422479
SRI-61581684,SRI-51877708,50,0.04267094026744214
SRI-61581684,SRI-51877708,60,0.04854742571850606
SRI-61581684,SRI-51877708,80,0.06000305580064064
SRI-61581684,SRI-51877708,100,0.06370328571923366
SRI-61581684,SRI-51877708,110,0.0682946225497094
SRI-61581684,SRI-32501055,5,0.02135918478885506
SRI-61581684,SRI-32501055,10,0.02246098437112102
SRI-61581684,SRI-32501055,15,0.02732561016045853
SRI-61581684,SRI-32501055,20,0.028462926120137056
SRI-61581684,SRI-32501055,25,0.03235210123889911
SRI-61581684,SRI-32501055,30,0.03576259107414299
SRI-61581684,SRI-32501055,40,0.040864192140013494
SRI-61581684,SRI-32501055,50,0.0436830301034145
SRI-61581684,SRI-32501055,60,0.048558995616815745
SRI-61581684,SRI-32501055,80,0.06567716594197479
SRI-61581684,SRI-32501055,100,0.0729285667046198
SRI-61581684,SRI-32501055,110,0.07923119088592498
SRI-61581684,SRI-34707832,5,0.013232252865363836
SRI-61581684,SRI-34707832,10,0.014285121738435564
SRI-61581684,SRI-34707832,15,0.01697194183267652
SRI-61581684,SRI-34707832,20,0.017816558830621148
SRI-61581684,SRI-34707832,25,0.020162621235716056
SRI-61581684,SRI-34707832,30,0.02007453941516247
SRI-61581684,SRI-34707832,40,0.02340724078711138
SRI-61581684,SRI-34707832,50,0.026181950542627824
SRI-61581684,SRI-34707832,60,0.031437907297537974
SRI-61581684,SRI-34707832,80,0.03949458719693637
SRI-61581684,SRI-34707832,100,0.0434279640424764
SRI-61581684,SRI-34707832,110,0.04742922725037117
SRI-61581684,SRI-28317328,5,0.012608032281428982
SRI-61581684,SRI-28317328,10,0.015554560703184974
SRI-61581684,SRI-28317328,15,0.020053734292272092
SRI-61581684,SRI-28317328,20,0.019178132111277495
SRI-61581684,SRI-28317328,25,0.021365069254761275
SRI-61581684,SRI-28317328,30,0.023046321490514467
SRI-61581684,SRI-28317328,40,0.029010389648923163
SRI-61581684,SRI-28317328,50,0.03372644071799994
SRI-61581684,SRI-28317328,60,0.037236448632224035
SRI-61581684,SRI-28317328,80,0.04817832782101421
SRI-61581684,SRI-28317328,100,0.05814472595182479
SRI-61581684,SRI-28317328,110,0.06421579394432118
SRI-61581684,SRI-54024442,5,0.017543954118030954
SRI-61581684,SRI-54024442,10,0.020492735043233148
SRI-61581684,SRI-54024442,15,0.01757722569999919
SRI-61581684,SRI-54024442,20,0.017255491911815166
SRI-61581684,SRI-54024442,25,0.016326938489437618
SRI-61581684,SRI-54024442,30,0.01729798317267166
SRI-61581684,SRI-54024442,40,0.020370887629497722
SRI-61581684,SRI-54024442,50,0.025281756075243158
SRI-61581684,SRI-54024442,60,0.028199979853561742
SRI-61581684,SRI-54024442,80,0.03371890890427661
SRI-61581684,SRI-54024442,100,0.0403745555142252
SRI-61581684,SRI-54024442,110,0.04514200071395048
SRI-61581684,SRI-83452944,5,0.012852240683621018
SRI-61581684,SRI-83452944,10,0.021995882148827278
SRI-61581684,SRI-83452944,15,0.02351110224111657
SRI-61581684,SRI-83452944,20,0.022697179850996445
SRI-61581684,SRI-83452944,25,0.023367302139029753
SRI-61581684,SRI-83452944,30,0.025885568216870793
SRI-61581684,SRI-83452944,40,0.03157625845380838
SRI-61581684,SRI-83452944,50,0.036563481640002275
SRI-61581684,SRI-83452944,60,0.040038120243106684
SRI-61581684,SRI-83452944,80,0.053195182338442185
SRI-61581684,SRI-83452944,100,0.05551142353684637
SRI-61581684,SRI-83452944,110,0.059746474583854216
SRI-61581684,SRI-21251048,5,0.02043282103704087
SRI-61581684,SRI-21251048,10,0.01847404687895104
SRI-61581684,SRI-21251048,15,0.01893831875444451
SRI-61581684,SRI-21251048,20,0.018221679604301377
SRI-61581684,SRI-21251048,25,0.022879985510506618
SRI-61581684,SRI-21251048,30,0.021736128732679248
SRI-61581684,SRI-21251048,40,0.02560944404999731
SRI-61581684,SRI-21251048,50,0.02541477791199954
SRI-61581684,SRI-21251048,60,0.02720399008366924
SRI-61581684,SRI-21251048,80,0.03423579234672103
SRI-61581684,SRI-21251048,100,0.041442866607644124
SRI-61581684,SRI-21251048,110,0.046392201253220404
