pat1,pat2,features (n),distance,,,,,
P32,P51,10,0.02769314,,,,,
P32,P51,15,0.030654383,,,,,
P32,P51,20,0.036722172,,,,,
P32,P51,25,0.036097694,,,,,
P32,P51,30,0.037134565,,,,,
P32,P51,40,0.039307221,,,,,
P32,P51,50,0.046052958,,,,,
P32,P51,60,0.046598266,,,,,
P32,P51,80,0.053423629,,,,,
P32,P51,100,0.057832215,,,,,
P32,P51,110,0.064019206,,,,,
P32,P56,5,0.024898421,,,,,
P32,P56,10,0.030308053,,,,,
P32,P56,15,0.029165457,,,,,
P32,P56,20,0.028394511,,,,,
P32,P56,25,0.030819896,,,,,
P32,P56,30,0.030203771,,,,,
P32,P56,40,0.033496836,,,,,
P32,P56,50,0.039342094,,,,,
P32,P56,60,0.04074124,,,,,
P32,P56,80,0.042026028,,,,,
P32,P56,100,0.046499687,,,,,
P32,P56,110,0.05117856,,,,,
P32,P61,5,0.017552525,,,,,
P32,P61,10,0.019335395,,,,,
P32,P61,15,0.017496602,,,,,
P32,P61,20,0.020642747,,,,,
P32,P61,25,0.025008832,,,,,
P32,P61,30,0.028035969,,,,,
P32,P61,40,0.032865399,,,,,
P32,P61,50,0.039448429,,,,,
P32,P61,60,0.044337158,,,,,
P32,P61,80,0.044270263,,,,,
P32,P61,100,0.047107951,,,,,
P32,P61,110,0.051663745,,,,,
P32,P66,5,0.024844953,,,,,
P32,P66,10,0.023033464,,,,,
P32,P66,15,0.02109535,,,,,
P32,P66,20,0.026256581,,,,,
P32,P66,25,0.029895168,,,,,
P32,P66,30,0.031233327,,,,,
P32,P66,40,0.035086585,,,,,
P32,P66,50,0.040930369,,,,,
P32,P66,60,0.047142893,,,,,
P32,P66,80,0.056029715,,,,,
P32,P66,100,0.062421306,,,,,
P32,P66,110,0.070818062,,,,,
P32,P76,5,0.02023595,,,,,
P32,P76,10,0.027351012,,,,,
P32,P76,15,0.028480371,,,,,
P32,P76,20,0.029527347,,,,,
P32,P76,25,0.031471145,,,,,
P32,P76,30,0.031630053,,,,,
P32,P76,40,0.034214429,,,,,
P32,P76,50,0.040597387,,,,,
P32,P76,60,0.044800682,,,,,
P32,P76,80,0.053325091,,,,,
P32,P76,100,0.056774687,,,,,
P32,P76,110,0.062205273,,,,,
P32,P95,5,0.007832874,,,,,
P32,P95,10,0.010462532,,,,,
P32,P95,15,0.011052345,,,,,
P32,P95,20,0.012577402,,,,,
P32,P95,25,0.015834312,,,,,
P32,P95,30,0.017224038,,,,,
P32,P95,40,0.021596708,,,,,
P32,P95,50,0.03030083,,,,,
P32,P95,60,0.035042212,,,,,
P32,P95,80,0.037406305,,,,,
P32,P95,100,0.038780109,,,,,
P32,P95,110,0.04326087,,,,,
P32,P27,5,0.019317887,,,,,
P32,P27,10,0.024504517,,,,,
P32,P27,15,0.023253823,,,,,
P32,P27,20,0.019733245,,,,,
P32,P27,25,0.021381337,,,,,
P32,P27,30,0.02137493,,,,,
P32,P27,40,0.025619779,,,,,
P32,P27,50,0.029252561,,,,,
P32,P27,60,0.030908502,,,,,
P32,P27,80,0.037457691,,,,,
P32,P27,100,0.038634292,,,,,
P32,P27,110,0.042314332,,,,,
P32,P32,5,0,,,,,
P32,P32,10,0,,,,,
P32,P32,15,0,,,,,
P32,P32,20,0,,,,,
P32,P32,25,0,,,,,
P32,P32,30,0,,,,,
P32,P32,40,0,,,,,
P32,P32,50,0,,,,,
P32,P32,60,0,,,,,
P32,P32,80,0,,,,,
P32,P32,100,0,,,,,
P32,P32,110,0,,,,,
P32,P39,5,0.026785869,,,,,
P32,P39,10,0.030296853,,,,,
P32,P39,15,0.029372296,,,,,
P32,P39,20,0.028027553,,,,,
P32,P39,25,0.033436252,,,,,
P32,P39,30,0.032854204,,,,,
P32,P39,40,0.036773352,,,,,
P32,P39,50,0.041384644,,,,,
P32,P39,60,0.04538419,,,,,
P32,P39,80,0.048283454,,,,,
P32,P39,100,0.054242979,,,,,
P32,P39,110,0.057610926,,,,,
P32,P58,5,0.014847816,,,,,
P32,P58,10,0.019143547,,,,,
P32,P58,15,0.019445598,,,,,
P32,P58,20,0.019322055,,,,,
P32,P58,25,0.020565217,,,,,
P32,P58,30,0.022070376,,,,,
P32,P58,40,0.027722537,,,,,
P32,P58,50,0.030491145,,,,,
P32,P58,60,0.033157153,,,,,
P32,P58,80,0.041174631,,,,,
P32,P58,100,0.04402047,,,,,
P32,P58,110,0.046023679,,,,,
P32,P59,5,0.01329368,,,,,
P32,P59,10,0.016067353,,,,,
P32,P59,15,0.014880921,,,,,
P32,P59,20,0.018110259,,,,,
P32,P59,25,0.022137969,,,,,
P32,P59,30,0.025103583,,,,,
P32,P59,40,0.028939486,,,,,
P32,P59,50,0.034786675,,,,,
P32,P59,60,0.034042891,,,,,
P32,P59,80,0.041889439,,,,,
P32,P59,100,0.045349704,,,,,
P32,P59,110,0.048772171,,,,,
P32,P62,5,0.018531266,,,,,
P32,P62,10,0.025325502,,,,,
P32,P62,15,0.028317186,,,,,
P32,P62,20,0.029005103,,,,,
P32,P62,25,0.030619507,,,,,
P32,P62,30,0.030751574,,,,,
P32,P62,40,0.037902328,,,,,
P32,P62,50,0.042190803,,,,,
P32,P62,60,0.04810533,,,,,
P32,P62,80,0.059536714,,,,,
P32,P62,100,0.06602307,,,,,
P32,P62,110,0.070525817,,,,,
P32,P67,5,0.009062973,,,,,
P32,P67,10,0.0225717,,,,,
P32,P67,15,0.024408331,,,,,
P32,P67,20,0.029843341,,,,,
P32,P67,25,0.02959837,,,,,
P32,P67,30,0.031165515,,,,,
P32,P67,40,0.032447003,,,,,
P32,P67,50,0.039872489,,,,,
P32,P67,60,0.043069368,,,,,
P32,P67,80,0.04533752,,,,,
P32,P67,100,0.053775067,,,,,
P32,P67,110,0.057536084,,,,,
P32,P68,5,0.019682297,,,,,
P32,P68,10,0.018364152,,,,,
P32,P68,15,0.017084156,,,,,
P32,P68,20,0.018734542,,,,,
P32,P68,25,0.020024297,,,,,
P32,P68,30,0.026859779,,,,,
P32,P68,40,0.031899176,,,,,
P32,P68,50,0.038775226,,,,,
P32,P68,60,0.0434657,,,,,
P32,P68,80,0.056586587,,,,,
P32,P68,100,0.064900604,,,,,
P32,P68,110,0.07127491,,,,,
P32,P71,5,0.020206054,,,,,
P32,P71,10,0.019494227,,,,,
P32,P71,15,0.020632282,,,,,
P32,P71,20,0.019889355,,,,,
P32,P71,25,0.022790016,,,,,
P32,P71,30,0.024986888,,,,,
P32,P71,40,0.027249331,,,,,
P32,P71,50,0.030256032,,,,,
P32,P71,60,0.031601929,,,,,
P32,P71,80,0.035744116,,,,,
P32,P71,100,0.044191604,,,,,
P32,P71,110,0.04689858,,,,,
P32,P82,5,0.012852241,,,,,
P32,P82,10,0.021995882,,,,,
P32,P82,15,0.023511102,,,,,
P32,P82,20,0.02269718,,,,,
P32,P82,25,0.023367302,,,,,
P32,P82,30,0.025885568,,,,,
P32,P82,40,0.031576258,,,,,
P32,P82,50,0.036563482,,,,,
P32,P82,60,0.04003812,,,,,
P32,P82,80,0.053195182,,,,,
P32,P82,100,0.055511424,,,,,
P32,P82,110,0.059746475,,,,,
P32,P88,5,0.00859918,,,,,
P32,P88,10,0.016520022,,,,,
P32,P88,15,0.015341835,,,,,
P32,P88,20,0.018957905,,,,,
P32,P88,25,0.019154857,,,,,
P32,P88,30,0.0205085,,,,,
P32,P88,40,0.024567369,,,,,
P32,P88,50,0.030224234,,,,,
P32,P88,60,0.035484559,,,,,
P32,P88,80,0.040079441,,,,,
P32,P88,100,0.045041407,,,,,
P32,P88,110,0.044821746,,,,,
P32,P92,5,0.024747096,,,,,
P32,P92,10,0.025114678,,,,,
P32,P92,15,0.021391721,,,,,
P32,P92,20,0.021714614,,,,,
P32,P92,25,0.024682427,,,,,
P32,P92,30,0.025930959,,,,,
P32,P92,40,0.031910562,,,,,
P32,P92,50,0.036246679,,,,,
P32,P92,60,0.036940813,,,,,
P32,P92,80,0.047995389,,,,,
P32,P92,100,0.055292104,,,,,
P32,P92,110,0.056585725,,,,,
P39,P1,5,0.049401502,,,,,
P39,P1,10,0.061743246,,,,,
P39,P1,15,0.066975635,,,,,
P39,P1,20,0.069360482,,,,,
P39,P1,25,0.076024217,,,,,
P39,P1,30,0.082665265,,,,,
P39,P1,40,0.090511495,,,,,
P39,P1,50,0.095197751,,,,,
P39,P1,60,0.098572287,,,,,
P39,P1,80,0.098883632,,,,,
P39,P1,100,0.100772105,,,,,
P39,P1,110,0.113781752,,,,,
P39,P19,5,0.02516624,,,,,
P39,P19,10,0.023351713,,,,,
P39,P19,15,0.024779252,,,,,
P39,P19,20,0.025913778,,,,,
P39,P19,25,0.026582504,,,,,
P39,P19,30,0.02571149,,,,,
P39,P19,40,0.026918138,,,,,
P39,P19,50,0.031195227,,,,,
P39,P19,60,0.036558376,,,,,
P39,P19,80,0.040432888,,,,,
P39,P19,100,0.050524975,,,,,
P39,P19,110,0.05428528,,,,,
P39,P24,5,0.019632751,,,,,
P39,P24,10,0.015350079,,,,,
P39,P24,15,0.016469487,,,,,
P39,P24,20,0.014831793,,,,,
P39,P24,25,0.017730059,,,,,
P39,P24,30,0.019671229,,,,,
P39,P24,40,0.025048441,,,,,
P39,P24,50,0.026392075,,,,,
P39,P24,60,0.029328275,,,,,
P39,P24,80,0.033247471,,,,,
P39,P24,100,0.037930778,,,,,
P39,P24,110,0.041491677,,,,,
P39,P26,5,0.016714474,,,,,
P39,P26,10,0.014342967,,,,,
P39,P26,15,0.0147128,,,,,
P39,P26,20,0.014925691,,,,,
P39,P26,25,0.017316052,,,,,
P39,P26,30,0.017921097,,,,,
P39,P26,40,0.019658952,,,,,
P39,P26,50,0.022368401,,,,,
P39,P26,60,0.026134476,,,,,
P39,P26,80,0.031040327,,,,,
P39,P26,100,0.031727355,,,,,
P39,P26,110,0.033814217,,,,,
P39,P51,5,0.027745119,,,,,
P39,P51,10,0.032628478,,,,,
P39,P51,15,0.038229584,,,,,
P39,P51,20,0.038596371,,,,,
P39,P51,25,0.040703306,,,,,
P39,P51,30,0.041696175,,,,,
P39,P51,40,0.045169773,,,,,
P39,P51,50,0.049667599,,,,,
P39,P51,60,0.055276338,,,,,
P39,P51,80,0.063577939,,,,,
P39,P51,100,0.07296575,,,,,
P39,P51,110,0.078798744,,,,,
P39,P56,5,0.007178844,,,,,
P39,P56,10,0.007534948,,,,,
P39,P56,15,0.008950257,,,,,
P39,P56,20,0.009948019,,,,,
P39,P56,25,0.011321761,,,,,
P39,P56,30,0.011480288,,,,,
P39,P56,40,0.014121704,,,,,
P39,P56,50,0.016561758,,,,,
P39,P56,60,0.022299251,,,,,
P39,P56,80,0.026358576,,,,,
P39,P56,100,0.037129225,,,,,
P39,P56,110,0.042764219,,,,,
P39,P61,5,0.022630845,,,,,
P39,P61,10,0.022086649,,,,,
P39,P61,15,0.028049716,,,,,
P39,P61,20,0.027372066,,,,,
P39,P61,25,0.030114662,,,,,
P39,P61,30,0.031015878,,,,,
P39,P61,40,0.034897492,,,,,
P39,P61,50,0.040597735,,,,,
P39,P61,60,0.04546874,,,,,
P39,P61,80,0.048906232,,,,,
P39,P61,100,0.054858853,,,,,
P39,P61,110,0.054937232,,,,,
P39,P66,5,0.018386805,,,,,
P39,P66,10,0.020031971,,,,,
P39,P66,15,0.022928314,,,,,
P39,P66,20,0.022055888,,,,,
P39,P66,25,0.022980968,,,,,
P39,P66,30,0.026011844,,,,,
P39,P66,40,0.027078598,,,,,
P39,P66,50,0.033824878,,,,,
P39,P66,60,0.037691516,,,,,
P39,P66,80,0.049655354,,,,,
P39,P66,100,0.054708144,,,,,
P39,P66,110,0.05947443,,,,,
P39,P76,5,0.012922599,,,,,
P39,P76,10,0.011149295,,,,,
P39,P76,15,0.012382104,,,,,
P39,P76,20,0.012318235,,,,,
P39,P76,25,0.013789657,,,,,
P39,P76,30,0.012947779,,,,,
P39,P76,40,0.017513743,,,,,
P39,P76,50,0.021211706,,,,,
P39,P76,60,0.025430904,,,,,
P39,P76,80,0.033678077,,,,,
P39,P76,100,0.038975649,,,,,
P39,P76,110,0.041037549,,,,,
P39,P95,5,0.027530602,,,,,
P39,P95,10,0.025997822,,,,,
P39,P95,15,0.025895679,,,,,
P39,P95,20,0.026714693,,,,,
P39,P95,25,0.031452381,,,,,
P39,P95,30,0.031991105,,,,,
P39,P95,40,0.031420816,,,,,
P39,P95,50,0.034775744,,,,,
P39,P95,60,0.03826491,,,,,
P39,P95,80,0.043855802,,,,,
P39,P95,100,0.053398809,,,,,
P39,P95,110,0.056089283,,,,,
P39,P27,5,0.008007287,,,,,
P39,P27,10,0.010216591,,,,,
P39,P27,15,0.011766558,,,,,
P39,P27,20,0.01481536,,,,,
P39,P27,25,0.018328334,,,,,
P39,P27,30,0.017706755,,,,,
P39,P27,40,0.023680234,,,,,
P39,P27,50,0.028641183,,,,,
P39,P27,60,0.032268642,,,,,
P39,P27,80,0.035816036,,,,,
P39,P27,100,0.040774672,,,,,
P39,P27,110,0.044516047,,,,,
P39,P32,5,0.026785869,,,,,
P39,P32,10,0.030296853,,,,,
P39,P32,15,0.029372296,,,,,
P39,P32,20,0.028027553,,,,,
P39,P32,25,0.033436252,,,,,
P39,P32,30,0.032854204,,,,,
P39,P32,40,0.036773352,,,,,
P39,P32,50,0.041384644,,,,,
P39,P32,60,0.04538419,,,,,
P39,P32,80,0.048283454,,,,,
P39,P32,100,0.054242979,,,,,
P39,P32,110,0.057610926,,,,,
P39,P39,5,0,,,,,
P39,P39,10,0,,,,,
P39,P39,15,0,,,,,
P39,P39,20,0,,,,,
P39,P39,25,0,,,,,
P39,P39,30,0,,,,,
P39,P39,40,0,,,,,
P39,P39,50,0,,,,,
P39,P39,60,0,,,,,
P39,P39,80,0,,,,,
P39,P39,100,0,,,,,
P39,P39,110,0,,,,,
P39,P58,5,0.017599347,,,,,
P39,P58,10,0.015755412,,,,,
P39,P58,15,0.016476871,,,,,
P39,P58,20,0.016205241,,,,,
P39,P58,25,0.019982306,,,,,
P39,P58,30,0.01965808,,,,,
P39,P58,40,0.023640631,,,,,
P39,P58,50,0.026513333,,,,,
P39,P58,60,0.031165659,,,,,
P39,P58,80,0.035052331,,,,,
P39,P58,100,0.043368443,,,,,
P39,P58,110,0.047106925,,,,,
P39,P59,5,0.022947819,,,,,
P39,P59,10,0.027321639,,,,,
P39,P59,15,0.030250415,,,,,
P39,P59,20,0.029470526,,,,,
P39,P59,25,0.034824186,,,,,
P39,P59,30,0.033350822,,,,,
P39,P59,40,0.03624113,,,,,
P39,P59,50,0.036400858,,,,,
P39,P59,60,0.041405452,,,,,
P39,P59,80,0.048334339,,,,,
P39,P59,100,0.05810792,,,,,
P39,P59,110,0.062577809,,,,,
P39,P62,5,0.010753516,,,,,
P39,P62,10,0.014274734,,,,,
P39,P62,15,0.017121547,,,,,
P39,P62,20,0.021170641,,,,,
P39,P62,25,0.021440697,,,,,
P39,P62,30,0.020202899,,,,,
P39,P62,40,0.024526963,,,,,
P39,P62,50,0.028258949,,,,,
P39,P62,60,0.029196847,,,,,
P39,P62,80,0.037987217,,,,,
P39,P62,100,0.037828631,,,,,
P39,P62,110,0.038880229,,,,,
P39,P67,5,0.019348027,,,,,
P39,P67,10,0.016995547,,,,,
P39,P67,15,0.023078421,,,,,
P39,P67,20,0.024054902,,,,,
P39,P67,25,0.02511168,,,,,
P39,P67,30,0.026147316,,,,,
P39,P67,40,0.030914785,,,,,
P39,P67,50,0.039881732,,,,,
P39,P67,60,0.046636604,,,,,
P39,P67,80,0.049722928,,,,,
P39,P67,100,0.060214421,,,,,
P39,P67,110,0.065185981,,,,,
P39,P68,5,0.027490931,,,,,
P39,P68,10,0.024367767,,,,,
P39,P68,15,0.022689425,,,,,
P39,P68,20,0.021867562,,,,,
P39,P68,25,0.026950313,,,,,
P39,P68,30,0.028571504,,,,,
P39,P68,40,0.033709352,,,,,
P39,P68,50,0.034248356,,,,,
P39,P68,60,0.041105603,,,,,
P39,P68,80,0.050060504,,,,,
P39,P68,100,0.060399951,,,,,
P39,P68,110,0.061872606,,,,,
P39,P71,5,0.019218381,,,,,
P39,P71,10,0.017195322,,,,,
P39,P71,15,0.019442657,,,,,
P39,P71,20,0.019893523,,,,,
P39,P71,25,0.023104417,,,,,
P39,P71,30,0.023725108,,,,,
P39,P71,40,0.024945613,,,,,
P39,P71,50,0.027798845,,,,,
P39,P71,60,0.030373914,,,,,
P39,P71,80,0.034780646,,,,,
P39,P71,100,0.048260718,,,,,
P39,P71,110,0.050555683,,,,,
P39,P82,5,0.020432821,,,,,
P39,P82,10,0.018474047,,,,,
P39,P82,15,0.018938319,,,,,
P39,P82,20,0.01822168,,,,,
P39,P82,25,0.022879986,,,,,
P39,P82,30,0.021736129,,,,,
P39,P82,40,0.025609444,,,,,
P39,P82,50,0.025414778,,,,,
P39,P82,60,0.02720399,,,,,
P39,P82,80,0.034235792,,,,,
P39,P82,100,0.041442867,,,,,
P39,P82,110,0.046392201,,,,,
P39,P88,5,0.01978252,,,,,
P39,P88,10,0.022113059,,,,,
P39,P88,15,0.023428698,,,,,
P39,P88,20,0.021412856,,,,,
P39,P88,25,0.02460639,,,,,
P39,P88,30,0.023603423,,,,,
P39,P88,40,0.026058769,,,,,
P39,P88,50,0.027704251,,,,,
P39,P88,60,0.030564347,,,,,
P39,P88,80,0.033772394,,,,,
P39,P88,100,0.044941237,,,,,
P39,P88,110,0.049389591,,,,,
P39,P92,5,0.018078955,,,,,
P39,P92,10,0.021527266,,,,,
P39,P92,15,0.023300344,,,,,
P39,P92,20,0.02429306,,,,,
P39,P92,25,0.028488558,,,,,
P39,P92,30,0.026535463,,,,,
P39,P92,40,0.028223865,,,,,
P39,P92,50,0.028908545,,,,,
P39,P92,60,0.030149001,,,,,
P39,P92,80,0.03457359,,,,,
P39,P92,100,0.045730655,,,,,
P39,P92,110,0.047704445,,,,,
P58,P1,5,0.041077917,,,,,
P58,P1,10,0.052761836,,,,,
P58,P1,15,0.057137583,,,,,
P58,P1,20,0.061645181,,,,,
P58,P1,25,0.065342123,,,,,
P58,P1,30,0.071164594,,,,,
P58,P1,40,0.077967877,,,,,
P58,P1,50,0.083710646,,,,,
P58,P1,60,0.085205293,,,,,
P58,P1,80,0.083763437,,,,,
P58,P1,100,0.084640759,,,,,
P58,P1,110,0.098011799,,,,,
P58,P19,5,0.01523272,,,,,
P58,P19,10,0.013399039,,,,,
P58,P19,15,0.013912755,,,,,
P58,P19,20,0.01459233,,,,,
P58,P19,25,0.015226659,,,,,
P58,P19,30,0.014676514,,,,,
P58,P19,40,0.019251344,,,,,
P58,P19,50,0.023790239,,,,,
P58,P19,60,0.026331395,,,,,
P58,P19,80,0.028162744,,,,,
P58,P19,100,0.030637751,,,,,
P58,P19,110,0.032142084,,,,,
P58,P24,5,0.018523817,,,,,
P58,P24,10,0.015473164,,,,,
P58,P24,15,0.013263437,,,,,
P58,P24,20,0.013819716,,,,,
P58,P24,25,0.014847667,,,,,
P58,P24,30,0.017337034,,,,,
P58,P24,40,0.021510874,,,,,
P58,P24,50,0.026726519,,,,,
P58,P24,60,0.028552459,,,,,
P58,P24,80,0.033663972,,,,,
P58,P24,100,0.041590122,,,,,
P58,P24,110,0.045730386,,,,,
P58,P26,5,0.006592941,,,,,
P58,P26,10,0.009982446,,,,,
P58,P26,15,0.013057646,,,,,
P58,P26,20,0.012138087,,,,,
P58,P26,25,0.012776308,,,,,
P58,P26,30,0.013688136,,,,,
P58,P26,40,0.019733752,,,,,
P58,P26,50,0.022449565,,,,,
P58,P26,60,0.027293077,,,,,
P58,P26,80,0.028492718,,,,,
P58,P26,100,0.037481267,,,,,
P58,P26,110,0.042749963,,,,,
P58,P51,5,0.016495631,,,,,
P58,P51,10,0.024753762,,,,,
P58,P51,15,0.029219648,,,,,
P58,P51,20,0.032518798,,,,,
P58,P51,25,0.031567563,,,,,
P58,P51,30,0.032944747,,,,,
P58,P51,40,0.034683011,,,,,
P58,P51,50,0.040564558,,,,,
P58,P51,60,0.046535754,,,,,
P58,P51,80,0.051736423,,,,,
P58,P51,100,0.063486239,,,,,
P58,P51,110,0.071174573,,,,,
P58,P56,5,0.013569993,,,,,
P58,P56,10,0.014602148,,,,,
P58,P56,15,0.013708203,,,,,
P58,P56,20,0.01381929,,,,,
P58,P56,25,0.015758434,,,,,
P58,P56,30,0.01588541,,,,,
P58,P56,40,0.019108213,,,,,
P58,P56,50,0.022089711,,,,,
P58,P56,60,0.026307492,,,,,
P58,P56,80,0.031574158,,,,,
P58,P56,100,0.039720985,,,,,
P58,P56,110,0.046247389,,,,,
P58,P61,5,0.014478551,,,,,
P58,P61,10,0.013217028,,,,,
P58,P61,15,0.017403553,,,,,
P58,P61,20,0.019308219,,,,,
P58,P61,25,0.021502433,,,,,
P58,P61,30,0.021417022,,,,,
P58,P61,40,0.025799807,,,,,
P58,P61,50,0.031036828,,,,,
P58,P61,60,0.035551096,,,,,
P58,P61,80,0.040702759,,,,,
P58,P61,100,0.043192202,,,,,
P58,P61,110,0.046947759,,,,,
P58,P66,5,0.013773369,,,,,
P58,P66,10,0.015020525,,,,,
P58,P66,15,0.017167313,,,,,
P58,P66,20,0.020256454,,,,,
P58,P66,25,0.022261363,,,,,
P58,P66,30,0.022992844,,,,,
P58,P66,40,0.030124383,,,,,
P58,P66,50,0.031654346,,,,,
P58,P66,60,0.035766844,,,,,
P58,P66,80,0.048039059,,,,,
P58,P66,100,0.054173326,,,,,
P58,P66,110,0.061641889,,,,,
P58,P76,5,0.016918116,,,,,
P58,P76,10,0.017602112,,,,,
P58,P76,15,0.017045888,,,,,
P58,P76,20,0.016648047,,,,,
P58,P76,25,0.017582856,,,,,
P58,P76,30,0.018252226,,,,,
P58,P76,40,0.022291663,,,,,
P58,P76,50,0.025308486,,,,,
P58,P76,60,0.029880345,,,,,
P58,P76,80,0.03405689,,,,,
P58,P76,100,0.038797594,,,,,
P58,P76,110,0.042279894,,,,,
P58,P95,5,0.015057197,,,,,
P58,P95,10,0.014655397,,,,,
P58,P95,15,0.017984285,,,,,
P58,P95,20,0.017410877,,,,,
P58,P95,25,0.01890683,,,,,
P58,P95,30,0.01901114,,,,,
P58,P95,40,0.021052871,,,,,
P58,P95,50,0.025490977,,,,,
P58,P95,60,0.030600922,,,,,
P58,P95,80,0.037477127,,,,,
P58,P95,100,0.044178509,,,,,
P58,P95,110,0.046862154,,,,,
P58,P27,5,0.019312561,,,,,
P58,P27,10,0.019755085,,,,,
P58,P27,15,0.019483616,,,,,
P58,P27,20,0.018221637,,,,,
P58,P27,25,0.017382272,,,,,
P58,P27,30,0.017693661,,,,,
P58,P27,40,0.020081973,,,,,
P58,P27,50,0.025387905,,,,,
P58,P27,60,0.02670958,,,,,
P58,P27,80,0.031733961,,,,,
P58,P27,100,0.039399451,,,,,
P58,P27,110,0.043378207,,,,,
P58,P32,5,0.014847816,,,,,
P58,P32,10,0.019143547,,,,,
P58,P32,15,0.019445598,,,,,
P58,P32,20,0.019322055,,,,,
P58,P32,25,0.020565217,,,,,
P58,P32,30,0.022070376,,,,,
P58,P32,40,0.027722537,,,,,
P58,P32,50,0.030491145,,,,,
P58,P32,60,0.033157153,,,,,
P58,P32,80,0.041174631,,,,,
P58,P32,100,0.04402047,,,,,
P58,P32,110,0.046023679,,,,,
P58,P39,5,0.017599347,,,,,
P58,P39,10,0.015755412,,,,,
P58,P39,15,0.016476871,,,,,
P58,P39,20,0.016205241,,,,,
P58,P39,25,0.019982306,,,,,
P58,P39,30,0.01965808,,,,,
P58,P39,40,0.023640631,,,,,
P58,P39,50,0.026513333,,,,,
P58,P39,60,0.031165659,,,,,
P58,P39,80,0.035052331,,,,,
P58,P39,100,0.043368443,,,,,
P58,P39,110,0.047106925,,,,,
P58,P58,5,0,,,,,
P58,P58,10,0,,,,,
P58,P58,15,0,,,,,
P58,P58,20,0,,,,,
P58,P58,25,0,,,,,
P58,P58,30,0,,,,,
P58,P58,40,0,,,,,
P58,P58,50,0,,,,,
P58,P58,60,0,,,,,
P58,P58,80,0,,,,,
P58,P58,100,0,,,,,
P58,P58,110,0,,,,,
P58,P59,5,0.017773335,,,,,
P58,P59,10,0.021601843,,,,,
P58,P59,15,0.02322157,,,,,
P58,P59,20,0.02384526,,,,,
P58,P59,25,0.025764414,,,,,
P58,P59,30,0.023724087,,,,,
P58,P59,40,0.024345783,,,,,
P58,P59,50,0.026005705,,,,,
P58,P59,60,0.028224396,,,,,
P58,P59,80,0.030728642,,,,,
P58,P59,100,0.033128475,,,,,
P58,P59,110,0.036011451,,,,,
P58,P62,5,0.013746303,,,,,
P58,P62,10,0.018841031,,,,,
P58,P62,15,0.021800819,,,,,
P58,P62,20,0.023340225,,,,,
P58,P62,25,0.023202798,,,,,
P58,P62,30,0.023787407,,,,,
P58,P62,40,0.025192011,,,,,
P58,P62,50,0.029177441,,,,,
P58,P62,60,0.034884271,,,,,
P58,P62,80,0.046620429,,,,,
P58,P62,100,0.057407939,,,,,
P58,P62,110,0.062526539,,,,,
P58,P67,5,0.011863112,,,,,
P58,P67,10,0.013362391,,,,,
P58,P67,15,0.01558256,,,,,
P58,P67,20,0.020053769,,,,,
P58,P67,25,0.020045549,,,,,
P58,P67,30,0.021417803,,,,,
P58,P67,40,0.026630272,,,,,
P58,P67,50,0.034378934,,,,,
P58,P67,60,0.039340017,,,,,
P58,P67,80,0.042009359,,,,,
P58,P67,100,0.054190213,,,,,
P58,P67,110,0.056299134,,,,,
P58,P68,5,0.016190935,,,,,
P58,P68,10,0.013930827,,,,,
P58,P68,15,0.013232222,,,,,
P58,P68,20,0.013866086,,,,,
P58,P68,25,0.014036936,,,,,
P58,P68,30,0.017049885,,,,,
P58,P68,40,0.021830329,,,,,
P58,P68,50,0.026427636,,,,,
P58,P68,60,0.031100802,,,,,
P58,P68,80,0.039478004,,,,,
P58,P68,100,0.044507712,,,,,
P58,P68,110,0.050484244,,,,,
P58,P71,5,0.013892139,,,,,
P58,P71,10,0.011454524,,,,,
P58,P71,15,0.013473899,,,,,
P58,P71,20,0.012817529,,,,,
P58,P71,25,0.012954644,,,,,
P58,P71,30,0.01313765,,,,,
P58,P71,40,0.017403588,,,,,
P58,P71,50,0.018366345,,,,,
P58,P71,60,0.021471674,,,,,
P58,P71,80,0.027121668,,,,,
P58,P71,100,0.030055743,,,,,
P58,P71,110,0.031685372,,,,,
P58,P82,5,0.011612027,,,,,
P58,P82,10,0.01344655,,,,,
P58,P82,15,0.0174633,,,,,
P58,P82,20,0.016720316,,,,,
P58,P82,25,0.017387481,,,,,
P58,P82,30,0.019259632,,,,,
P58,P82,40,0.022586678,,,,,
P58,P82,50,0.025094607,,,,,
P58,P82,60,0.028261145,,,,,
P58,P82,80,0.036205634,,,,,
P58,P82,100,0.043114211,,,,,
P58,P82,110,0.047517056,,,,,
P58,P88,5,0.009526627,,,,,
P58,P88,10,0.011242144,,,,,
P58,P88,15,0.012275344,,,,,
P58,P88,20,0.011952398,,,,,
P58,P88,25,0.013586788,,,,,
P58,P88,30,0.015149574,,,,,
P58,P88,40,0.017795561,,,,,
P58,P88,50,0.020628129,,,,,
P58,P88,60,0.025482552,,,,,
P58,P88,80,0.032134347,,,,,
P58,P88,100,0.034545254,,,,,
P58,P88,110,0.038183965,,,,,
P58,P92,5,0.013944377,,,,,
P58,P92,10,0.016374089,,,,,
P58,P92,15,0.016868805,,,,,
P58,P92,20,0.016846445,,,,,
P58,P92,25,0.017281064,,,,,
P58,P92,30,0.016280392,,,,,
P58,P92,40,0.019227881,,,,,
P58,P92,50,0.022335879,,,,,
P58,P92,60,0.024088062,,,,,
P58,P92,80,0.029578195,,,,,
P58,P92,100,0.032403142,,,,,
P58,P92,110,0.035423281,,,,,
